,09:30:00.000036,10:30:00.000036,11:30:00.000036,12:30:00.000036,13:30:00.000036,14:30:00.000036,15:30:00.000036,16:00:00.000113
ORAN,15.301758474576271,15.259998754359742,15.286047747141899,15.299671023235035,15.299760922871156,15.31928844982157,15.348860655197416,15.375810513823566
VXXB,38.219163036515056,38.39283699007991,38.329976994325136,38.2550947295824,38.21868429906362,38.01183552739988,37.79307453975589,37.696656538243786
ACB,6.9235978344934255,6.907382733830764,6.950467627726791,6.956508426801824,6.957768425545718,6.956392850689113,6.952942474718461,6.950256807690448
UWT,13.767846148469173,13.836398820982014,14.05753959121699,14.116572734784667,14.140021065995112,14.1631190685419,14.157120630460732,14.156664855277402
NVDA,134.40993430146526,133.46962276448582,133.68394606647513,133.7369008714533,133.8878279747295,134.2362257839264,134.71102278202744,134.99434120745897
USO,11.320962905077046,11.327910245654733,11.39249085886172,11.401826463544253,11.408522102779234,11.415561977487389,11.414489098743145,11.41408207934935
ERIC,8.823394690631137,8.797305352222043,8.80180898554286,8.809135664501643,8.81879267116683,8.85804827189266,8.894081645773063,8.899894278623881
GLD,123.89210023866349,123.88828494656858,123.92030701879258,123.91877724709123,123.91764338336074,124.03230170150525,124.27804278118707,124.3182262242227
BTI,34.07713631211032,34.29892201236707,34.310303326311086,34.31451884606249,34.31836523833087,34.32295248619904,34.34579803786601,34.36244170946556
STM,16.054160583941606,16.03889719473741,15.983562777456084,15.96432708360612,15.955166155419215,15.958283851459877,15.990724988109497,16.002086933913436
GSK,39.279083980872684,39.08863894189643,39.055332511807705,39.05800064171273,39.05720698692648,39.06214919676734,38.93152565337602,38.90685242835839
UNG,25.613422078399648,25.576917210530173,25.576930726584088,25.625106619879883,25.626665115308242,25.605890819200322,25.58872404488869,25.585059438123082
BTX,1.592513961858271,1.5268708774735162,1.5203099577582064,1.5093024035322944,1.5015512801721558,1.4913920885970013,1.4868878971775186,1.4814650297201262
QID,42.06781038374718,41.88711827240193,41.881257256510644,41.83233862662712,41.77557228494532,41.468424564323485,41.311814962058506,41.257728405940405
DWT,9.439232821033913,9.40225602842414,9.206609119972326,9.130714544392259,9.119170136154498,9.113494666622763,9.118199593040545,9.119737773117738
MT,23.175219455852158,23.13970997320305,23.156366998170004,23.158265709273916,23.154647076397982,23.179862433954586,23.270452942847623,23.300528889398876
UVXY,59.1623242753623,59.56874097394159,59.40948249521224,59.26791843778542,59.13321560031446,58.60038755738221,58.0599075616032,57.8854983652463
BBVA,6.04,6.014574436042548,6.012295387433481,6.014525114553495,6.014565506502534,6.02798585315547,6.04020233198791,6.045218204778222
SDS,38.23218510786361,38.183377893127584,38.13266867656702,38.06896300260016,38.05028536199611,37.82804149679888,37.72191112963058,37.688060946853824
EBAY,33.87229376928851,33.6130204897932,33.41813010522536,33.36695661513379,33.365636243028895,33.434482868549004,33.49509979301707,33.57819475978943
MO,46.269214243087326,46.08709961910042,46.39950431858,46.56675999407029,46.635497192457024,46.69220882083971,46.86040944893816,46.97160131872324
NIO,6.866989063969895,7.114223282250422,7.215090598151708,7.249038762195443,7.292244982667018,7.311742874050315,7.32414110566408,7.3355151262519565
XBI,80.46624689826302,80.39214110088122,80.40246392452096,80.47400833651292,80.57986627246221,80.70388158267066,80.94019430500639,81.1320745715247
UCO,17.939832417582416,18.001265153098547,18.20845925376715,18.257345346747982,18.274975457070163,18.296211686813013,18.288908357161677,18.28727615204654
PHG,37.838640483383685,37.709418594404056,37.71214691899336,37.728913135353395,37.73930475048304,37.7800149536515,37.86918271946732,37.91421129423448
MU,38.35194805194805,38.24874682067636,38.223135733202334,38.145779020136416,38.116265125632054,38.14201022077002,38.204479116177815,38.21914214153543
SNAP,6.4871414959504525,6.422051951573161,6.417805723527453,6.411692009617685,6.414344259574887,6.440453404814603,6.469355587222429,6.478108487003475
GOGL,4.998457765667575,4.999048978445236,5.001976130779264,5.004948953661237,5.007886147675176,5.01173568114744,5.029954048202792,5.037576427943763
DGAZ,89.29188722979887,89.68047633403674,89.60052062139451,89.28763069644599,89.201977550239,89.36180492008451,89.43558386027553,89.44432654289405
SH,29.68480109739369,29.608206327892233,29.60050345917256,29.57537447107734,29.553475986070886,29.475810272106685,29.42556211596087,29.416780294465795
FRO,5.248444976076555,5.255392476625353,5.260153564384334,5.273040286144579,5.287257480825322,5.2895834600953275,5.2946712055795455,5.301755660227997
BBL,43.65853792926704,43.90084939881533,43.90207732363014,43.8922778597245,43.891422418116825,43.95325264331355,44.078841239801484,44.15212079499516
PG,93.35883096366508,93.87898437552124,93.90502003903813,94.02721265841527,94.04802615516766,94.0856125606859,94.15053483738201,94.18788232868854
HD,180.33534883720932,180.4405166223231,180.53411916854773,180.73688348077198,180.81230608391246,181.47655446400285,181.89178655741915,181.93869667050552
ABEV,4.829939624177464,4.758953788454133,4.740532266331226,4.737847986677259,4.734145927976296,4.747375760917981,4.761183718991135,4.763296686272646
ING,12.070650322044463,12.046824650045556,12.046963618618117,12.051546230358111,12.058389885917157,12.075143471136327,12.089203323062785,12.092426221212207
V,136.04926979246733,135.83285010325645,135.94542459597514,136.13768224811707,136.2309108979379,136.37591259694142,136.63708585531828,136.80020575896478
AGQ,27.6453125,27.635134509690484,27.761417574787938,27.7599620604115,27.759087910511976,27.81078084633409,27.859984159863536,27.863273215392034
USLV,79.1524809851503,79.18126547367072,79.4437095397311,79.48014294134984,79.48179393974642,79.96097823961978,80.46506115798157,80.6166299553309
SPXU,38.856627986348116,38.76041404617952,38.70139092898573,38.65479356853118,38.628105009268246,37.96822159129015,37.8927428693212,37.8838587449299
T,29.866937104770763,29.37361397162645,29.37159934378459,29.37712951270121,29.361149681952757,29.355006493172123,29.357355132444024,29.35360549166127
BOIL,24.921653860226858,24.906918131592167,24.876007701058896,24.97143251754047,24.971402172755358,24.937249722427836,24.873222414874387,24.872365367014467
IFF,139.64077702702699,139.2211961291776,139.10339680207923,139.15369387599281,139.1285235439717,139.19919796259697,139.40084501581782,139.44328132490227
GS,200.9945736434109,200.24166352497627,200.33589138638675,200.63995899197704,200.7195930630164,200.951224555495,201.3157287206438,201.46878684827388
DB,9.179894299880846,9.187773117408906,9.194147895732437,9.201522328134434,9.204609195310509,9.21349717653526,9.235425278248554,9.240172407345074
CSCO,45.91483179598481,46.00461909335839,46.030961232779376,46.08545005716188,46.109300705358145,46.22663404290875,46.33413782704466,46.391998103647005
TEVA,19.83764021887825,19.887729947066518,19.875074004185652,19.867889279108592,19.864297585970466,19.862729356055564,19.889649913103398,19.906545836625803
LRCX,167.7962171837709,168.3114052564421,168.88062748373594,168.9094434445451,169.1120372559225,169.61349695887097,170.1189862740963,170.28992955328437
DIA,247.97324842653583,248.08775092555172,248.2919209600821,248.47657427684297,248.53438684093734,248.8869461876229,249.16703759386806,249.24876175882716
SBGL,3.2869093152375077,3.2510430982786254,3.2367683741168367,3.230060926337979,3.2184148523029603,3.219936918648185,3.229035599369125,3.2307335221738303
ZXZZT,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
FNV,76.58,76.32052114803625,76.08693407391777,75.913311385792,75.80614946688144,75.88324492486987,76.12358401926471,76.14155967661415
TLRY,79.0507344461305,79.26723543098609,79.74926375614778,79.77000692623172,79.69719997155413,79.60163369405163,79.40648925945324,79.03832336014712
YINN,21.4599175257732,21.3242015157049,21.324662162162156,21.330812400221543,21.33162196968988,21.60729845448788,21.821343811289427,21.848820768503494
MLNX,91.13293557605057,87.62002971984586,87.27769068557801,87.14209966931708,87.0741244824784,86.98524905611048,87.00195364410914,87.1118973866898
CUK,56.28870395885001,56.12273135302758,56.13498508824824,56.146838858905184,56.15612423576103,56.20688659867256,56.24975137813289,56.28581668026102
SAN,4.804039085475762,4.788734174518538,4.785930928060999,4.787348974405309,4.787447719030522,4.79062554195137,4.800581039568119,4.802068061940478
GRIN,6.75,6.745882352941177,6.513815461346633,6.513815461346633,6.513815461346633,6.513815461346633,6.513815461346633,6.513815461346633
PYPL,92.00268967874231,91.56320097109176,91.46968050643011,91.56295252614618,91.67159140946532,91.84672487495041,92.08050135118874,92.17369314250715
ACIU,5.486781179762738,3.807996038082472,3.81429095287688,3.908922880377049,3.9279596108418455,3.926708512858225,3.917208512165294,3.870576760117219
MSFT,104.45299120703437,104.70311972637262,104.71013932445437,104.91567430164463,104.99834032132463,105.18655280314906,105.35380832156356,105.47782145033462
RDS.A,59.74158263836241,59.57533834866256,59.5206094872615,59.513502739824496,59.505679282207225,59.50996603158176,59.52748670458485,59.536131583840906
TWTR,31.973952840051112,32.0244489284246,31.91232708183741,31.8436489349115,31.825583578835257,31.841498260954257,31.901781129753154,31.920746827819364
TSLA,299.7220645338784,301.24878078583055,301.0908860228972,300.912737941958,301.1350784897822,301.6257033488985,302.29168248974236,303.03031919078825
JNJ,130.56252066115707,130.7807009936587,130.85646876879093,131.00657296288517,131.04482772678566,131.10730808530772,131.2479597375728,131.2963161323566
QLD,74.5172487271356,74.79709887049358,74.81131709249358,74.89330224748984,74.96505944303497,75.54650688674684,76.02417815710012,76.12125591466469
RDS.B,61.11058769274429,60.732077392264316,60.68501662439345,60.67661459423697,60.66856369833023,60.672882157764,60.68842112159467,60.69161998310012
SQ,70.64000031404073,70.12792326486817,70.00536360697458,69.91421799036758,69.87987700422775,69.94978465494519,70.12181250884724,70.26114165772162
F,8.677325216611893,8.55869269941429,8.567558115441694,8.575577795144032,8.577811566189855,8.587653219706075,8.605666473132722,8.615723442568388
GME,11.341081272084807,11.19570835632542,11.238320644070114,11.233108846280741,11.230738913080316,11.22899513700552,11.224150256021533,11.215344023164333
CRM,147.2253417266187,146.91435733876844,146.76047175457896,146.75409661942047,146.7701715937374,147.14665572143602,147.87841986417416,148.165697618426
CGC,47.56203411548014,47.98827602608446,48.39508591171049,48.55926998353295,48.59364234349558,48.61562581822014,48.55103553485152,48.518439388175224
MA,200.50435619735262,200.57019226363246,200.71040539431206,200.99129678242468,201.1979031979878,201.59884288586213,202.02254429568524,202.34709959424205
NVS,84.97170251345999,85.23963844934939,85.39777418742084,85.44226218131939,85.45624951841091,85.50918730954072,85.57135850921868,85.58163117756153
BA,386.87576643645616,386.5608211679135,387.3400959421949,387.7344821113484,387.98682939020733,388.0587426016423,388.02857234033473,388.01906166879087
ASML,174.7793837535014,175.2285804074557,174.83832624515054,174.78401546850748,174.75896173861682,174.86428280768268,175.1744734617036,175.44121619564675
TI,5.196969696969697,5.198002486209308,5.2024836152549785,5.203708817069345,5.205766681616586,5.208886387090722,5.209399089811462,5.216439420156112
AGNC,18.03453479229459,17.97281972757126,17.977552033241434,17.98166321569161,17.981072280064247,17.98399764083816,17.981660674019565,17.972083493935816
ILMN,276.4630582459864,275.7413086669573,274.7158734723113,274.41084272096,274.0338971681416,273.6016685792453,273.6015305148409,273.46350207687954
IWM,146.89192832108048,146.42926613814095,146.55729391393822,146.63060078834172,146.68032790935186,146.90795997280034,147.0713561323956,147.14742604093652
SPXL,38.498578373325024,38.528188445974436,38.56911518784923,38.602878362541205,38.65684862295357,39.01724664174647,39.21312249815464,39.25585669447518
VGR,10.4,10.354449830344159,10.446986246561643,10.500121068336352,10.518704802864594,10.531049721319434,10.54096244021657,10.551546321587297
CCL,57.09189393079978,56.86783811995936,56.900655319976124,56.94515509608417,56.957540465107876,57.03719678185601,57.146370085960115,57.192985960808066
KOLD,19.203443088751463,19.205001634521086,19.21105359317905,19.201560806115356,19.20264329896907,19.20555028462998,19.23189825080069,19.23189825080069
YUMA,0.12101374999999999,0.11113958101888588,0.11112931921776209,0.11362427686596731,0.11344216786699352,0.11343749904412323,0.11311867416646838,0.11311502163400353
WHR,134.63265709490958,131.4442968783466,131.27912075863276,131.075341962134,131.00162289435113,131.0832993097621,131.2180031074999,131.34542197395055
UL,53.028679245283016,53.06063420501407,53.0326462011272,53.040619182587996,53.03626590320424,53.00791440684307,53.00839962662048,53.005283790593516
CNHI,10.040969235858418,10.021685592618878,10.032160618603013,10.057237076648844,10.063805776356212,10.076589697712834,10.104999404383742,10.118836359247577
TRVN,1.0783412806410726,1.096570316161365,1.1063298927761849,1.1114120010530806,1.114349541373327,1.114390396836568,1.1138462829520699,1.1137387287129936
FTI,22.974708880611644,22.9676114501418,22.983811904137475,22.985159971933133,22.97876463303803,22.98478751385231,23.011252332865748,23.019512422600723
DUST,20.26822313461656,20.253479788549026,20.268030636209442,20.240229322941538,20.231316759254163,19.938390718936432,19.664314002037916,19.640527132020605
TKC,6.9071428571428575,6.8697339996543585,6.862035902204003,6.866523355435924,6.870841681091971,6.88728207359238,6.906671169086324,6.917134124080188
ABBV,77.69569444444446,77.76911298258905,77.6135087731238,77.65443300264168,77.69103652928766,77.87539232149115,78.09849646290205,78.23684443957089
GLPG,102.67,101.96379921259839,101.39925024998917,101.29214609714613,101.17539309907566,101.07090097328768,101.04624453365831,101.05965527877642
SCO,20.87175093586224,20.794016947945597,20.610754405923785,20.52302662997823,20.49641319588383,20.47007614009577,20.474963022813686,20.47607776112772
SNN,37.685106382978724,37.683591061894404,37.670299188371956,37.686945677773046,37.69131046289146,37.71515703937343,37.7508133711048,37.769054900172065
ABB,19.122748023105828,19.08697097004579,19.084080628906708,19.089536939679025,19.091549987894457,19.11868883808031,19.153114010178296,19.178638256292334
GE,8.976399639327441,8.991472426126517,9.034631457337188,9.053749697941427,9.069452771143874,9.106723216544673,9.121241797862444,9.123330207573657
BIIB,324.2753069487983,326.3041372610636,325.60485492861187,325.2535684893586,325.4974463253424,325.6315550569332,325.85516899199075,326.0375934327267
INTC,46.575558882845456,46.61686067225239,46.64541245530595,46.70031859276254,46.74160304728852,46.855823586841495,46.9383400554589,47.0156998688466
AMAT,38.59543295019157,38.75297439040655,38.78828070556805,38.78144341318383,38.83694578006181,39.01538005669471,39.21688587880725,39.34222788989393
SILV,3.6,3.4415345149253733,3.4406158203944606,3.4196900075440637,3.417528489559317,3.417528489559317,3.417528489559317,3.4175195473905022
USAS,1.699599358974359,1.699599358974359,1.69689226519337,1.69689226519337,1.69689226519337,1.696905089408528,1.696905089408528,1.7095927956147217
KO,47.19574297188755,47.49010914531968,47.5084134590653,47.53222695932302,47.52919282215651,47.5474007102894,47.599920030187114,47.64374519261808
BUD,74.26547745559434,74.44451436305953,74.50863213746594,74.52040116815247,74.52668608024823,74.55638258603538,74.60000499928213,74.63411207859401
YNDX,32.67052099708062,32.67857868500009,32.78024289274135,32.813671688458484,32.823218986956206,32.96918655796414,33.12193079623951,33.24541340514678
PDD,30.157571962206113,29.51907187315632,29.471331929386107,29.445369327138653,29.302262403193616,29.221745763836715,29.192941201510074,29.165717998200126
UTX,118.75173913043477,117.95512405799643,118.01462929892531,118.330745845676,118.45701805217483,118.62662627048728,118.83929502769165,118.86905781152956
BIDU,167.10717317487266,166.34419063576516,166.29789593559445,166.45502662139313,166.6750887789079,167.1084834423538,167.47760903959036,167.81996340716236
IBM,134.04840091021927,133.88692592753495,133.9018966400225,133.96388080981683,133.96290482723356,133.98835800883268,134.1580963414325,134.2237105804526
EQNR,22.552515619861886,22.425171613706464,22.42616324891974,22.428319351763594,22.428306697278035,22.433167905747705,22.44904873183065,22.47261153896702
JNPR,24.8957713897872,25.496913352740126,25.513829441809243,25.543752917277498,25.567462176121797,25.616043663150332,25.65259867256521,25.68940638866775
TAK,20.373769968051118,20.410206867552645,20.385820795418635,20.381174453668017,20.372836680983458,20.359079662688853,20.34473178246337,20.35136987706868
XLNX,110.9380374904361,111.60601517577815,111.39504412944332,111.28229439199536,111.28877006488024,111.38600953584188,111.66780566706032,111.92562279763841
SIRI,5.882436792129046,5.8769744550171845,5.891240447258773,5.888405797557495,5.89511794318264,5.906328435027626,5.92924561799248,5.927443108390921
SRPT,117.91201754385966,119.13021504152918,119.92396014270784,121.8310176770492,122.57006524987106,123.31054526723169,124.63151306339223,125.81669480990713
VOO,243.58434510062688,243.38156311498452,243.57399749015318,244.09918592149953,244.11354883043043,244.38246964956969,244.8317056468936,245.1393684647714
GOOGL,1077.9284386617112,1081.6393625167614,1080.9709355706343,1081.0323548047897,1081.6492832281392,1083.2983954669983,1086.1144013141525,1088.2216475901257
OILU,20.809770852428965,20.913758728629904,21.242991383915726,21.308619118581124,21.340734565016692,21.383282135723153,21.381545524100993,21.380285154740573
EWZ,44.21888977499285,43.945457284326366,43.85485790858218,43.815159583997215,43.78988651013423,44.008184273594495,44.171910399868615,44.21057936877843
FXI,42.13779801324503,42.036838063050986,42.03309404779572,42.03680081089618,42.03756619336501,42.20349277150214,42.32652678977135,42.35125882292389
NTES,240.29850746268656,240.85436163491462,239.80668350103954,239.94977870961594,239.9558621621146,240.36815479102745,240.79292069685886,241.27638204182452
ADM,44.69,44.29121043773797,44.401669551527775,44.47347355114982,44.50201469904321,44.545755397358874,44.58096358193932,44.589729768157454
TZA,11.393564282452571,11.513091116917046,11.48805244634695,11.468189051612404,11.458398224413063,11.401543917576772,11.360127931769718,11.341474517417502
UDOW,84.76376021798364,85.07317244322223,85.42849808917197,85.54913082598523,85.57923813291137,85.89301803398807,86.21926148992621,86.29779394051232
AZN,36.097153812851744,36.084457250923236,36.04846745474776,36.04370645986911,36.02745108661494,35.93931645124875,35.94571130731543,35.947690678330325
SPXS,25.73376737004632,25.7504350812915,25.7154166976848,25.63785317233445,25.626081778099113,25.419604369081284,25.313303317593526,25.282179467533673
NGG,54.019285714285715,53.84015100501667,53.78058543840827,53.77224149674344,53.76518244460105,53.78146849066392,53.81320268984242,53.82661419187976
FMS,36.01490733386285,36.23893984477087,36.24495580905401,36.247315646208236,36.2478192304494,36.25355465967048,36.27188960190391,36.282806669313246
JD,23.96461956018305,23.97884415666894,24.060547212688743,24.079744888203233,24.101205962921586,24.180755144884305,24.238736363115862,24.295273498436206
WPP,58.02857573149742,57.98573211963589,57.896105150214595,57.78476107395561,57.761815436539656,57.74558150812254,57.75858017894014,57.75109192999227
AEG,5.22,5.193178139413454,5.192776251928214,5.192522932752589,5.192522932752589,5.21310423966363,5.21747616113998,5.222578717453361
NKE,80.41629976580795,80.37698328628524,80.29460443037974,80.3180776071692,80.31496851436894,80.37866608090211,80.58198874652246,80.68828496427376
TWM,17.03188679245283,17.133793505218133,17.112918700389493,17.105136712310706,17.092553343402447,17.03543345384071,17.00544542452468,16.99149095732215
APLE,15.93,16.072956032187104,16.12821383895064,16.136448420844008,16.13910271575136,16.141842265438694,16.14552234518747,16.13732509869092
ANTM,292.0608648505687,298.81836574442593,299.2000715933395,299.5808982448524,299.75632527222626,299.57786248785476,299.2619790454168,299.00141138418127
SHOP,158.705,159.0629171568967,159.37696229542888,159.65689485201707,159.71682721902533,160.1258270575958,160.5026077674446,160.74210367328445
DAVA,22.184,22.184,22.197821782178217,22.215196078431372,22.248557692307692,22.282169811320752,22.335137614678896,22.96408045977011
TPR,37.9,37.702266261786804,37.869983079707424,37.93194186773671,37.94905067841391,37.983239428193755,38.04074678020188,38.08376241056636
EGHT,17.104767487299725,16.934362840466875,17.02489536300692,17.10814182470326,17.16241537744294,17.165747604775945,17.208047862925245,17.260459667516372
DEO,144.96957219251337,144.7257014440088,144.55847369855547,144.58349602151748,144.57210531443323,144.63792552411664,144.70700187503442,144.6742604984773
CIEN,38.746471215351804,37.37918629345134,37.293635686207395,37.27278501747435,37.26456025090873,37.25655772922404,37.26863946937897,37.295024476395184
SJR,20.008275862068963,19.986765240492176,19.98786629690323,19.994061670735594,19.994269145440757,20.00465995018736,20.03624706774609,20.056438771990337
TUP,31.313363900693354,28.73473053777945,28.405519377780923,28.183017581504807,28.021687931548783,27.944408998689955,27.903355275855073,27.88986042847099
SSO,103.56610101905184,103.32060154155496,103.39136897974419,103.64248900892788,103.74669494605192,104.11027394089629,104.53762782138514,104.64809403938227
SLB,44.22682119205298,44.1022942171874,44.200119287225846,44.258650593139535,44.27732462851752,44.35520052909172,44.45910187319744,44.54256833951969
RWT,15.771253636925286,15.822780331169847,15.83155571204115,15.836174726799786,15.84034591952888,15.84699863840367,15.849809862266795,15.847673305257144
BILI,18.104168545659526,18.041579196445813,18.044193833058333,18.041254146415447,18.042069710441243,18.069220115581615,18.083956336346233,17.99363889515205
SBS,11.710071179546777,11.59922528255721,11.567461905013564,11.549018589940822,11.534414363828784,11.544966373542342,11.56616492562416,11.571127956414369
AST,1.145393548387097,1.0930938993533879,1.080027281279398,1.0756450057002545,1.05834999650423,1.0484403947130185,1.0425136519142006,1.037546198914662
BRK.B,203.922625,203.55433254239531,203.84290412944844,204.21629340564846,204.31152829281035,204.77528046349488,205.23187685317885,205.37108131672426
GILD,69.20586409395972,69.30736840668935,69.15523867240883,69.15178851167498,69.15617826428026,69.2422013445803,69.41369148966956,69.4862285540411
CANF,1.3276348350031528,1.3035223756564172,1.2933894699792645,1.2900585074014064,1.28793535817764,1.2825001673248109,1.2823415269521072,1.279075460091249
CODX,2.574120844040656,3.2304323052931574,3.142063589746374,3.0526305224747112,3.0177460720919442,2.9861788307206742,2.9518196145432536,2.926388220840474
DSLV,25.91748906933167,25.91340883668904,25.893204353083433,25.892764423076922,25.855100276625173,25.676336941018537,25.501503759398492,25.47912335501049
LIN,161.48071524966258,162.0629631175416,162.08569344185304,162.07910927037813,162.03329882919286,162.04691004828587,162.28013011365837,162.36674403518302
NFLX,332.5024712514092,334.0923205408979,333.8789022496346,333.6222372268919,333.6323100113875,334.43782256330223,335.5748348445099,336.19898198506945
ESTC,81.3076923076923,81.65501518602885,81.8508250877753,81.9231497469485,81.99881221246342,82.22385321100917,82.4331300620596,82.6556685475445
IPCI,0.35374052123361915,0.34653291734750696,0.3455517845227605,0.3444278007519519,0.3442840073951714,0.3442509376925587,0.3440531831201706,0.3438397603979764
BHP,49.84246913580247,50.05273887925659,50.03060329011471,50.0282077061169,50.032408574969324,50.133563677573264,50.29365681589566,50.358902794102455
TER,36.91428571428571,36.59201551015267,36.579589805505364,36.54252314261443,36.54978897267204,36.638229205723405,36.73173544608898,36.76278841250389
AKS,2.778516853932585,2.708416954207762,2.7518690499736307,2.7662272164916364,2.776281776980449,2.791706333324998,2.8102866401387496,2.8189408141386854
AGEN,3.37,3.3583837348841503,3.378703167143682,3.3835814300764033,3.394411606523248,3.4253318040211913,3.438302044771415,3.4447477356449707
